User,Location,Rating,Date,Content
Josh P.,"Brooklyn, NY",5,9/22/2018,"Wow. Wow. Wow. This place is simply the best. It's not just a fabulous coffee shop with incredible baked goods; it's a ""home away from home,"" where you're always treated like family. If you're reading this review, stop reading and get to Celine. Proof is in the ""pudding."""
Nikki C.,"Seattle, WA",3,12/22/2017,The chocolate covered croissant was my favorite. I like the service and the cafe. The cafe was nice and clean and well put together. I went with a few of my friends and tried a lot of their menu items. The only thing that was unfortunate was that there was no dairy free options so my friend couldn't eat anything:( I got a london fog as my beverage and it was okay. It was more on the watery side and less sweet which was not something I really enjoyed but I kept stealing my friends cremè brûlée and tart which were sweet and delicious.
Ivonne D.,"Snohomish, WA",5,6/16/2019,Great desserts and really good coffee! Excellent pastries!  I hope to come back soon and keep trying new things!
Maelani Q.,"Seattle, WA",5,11/25/2018,"This is the only place I'll get my pastries and I live up north in Lynnwood so yeah I'll make that drive, my family is obsessed with how flaky and buttery the pastries are, every one of them. It's so yummy it's a new Addiction."
Makana K.,"Everett, WA",5,11/13/2018,"I'm a fan of this place as they have awesome croissants and desserts. My first taste was of a cake my supervisor purchased for a retirement party at work. Then while the inlaws were in town I dropped by to pick up some croissants, cruffins, etc. Those were a hit so decided to also put in an order for my wife's birthday cake a few days ago. It's the two of us and my little girl and we've been devouring the cake it's that good.What tops it off for me are the owners. As others have mentioned they are really nice. Alexei even called to confirm I would be there to pick up my wife's cake on the day I said I would as I was a few hours late and they were nearing closing time. He even came out to shake my hand which is awesome and speaks to the type of person he is.Celine Patisserie has earned my business.I think you should give them a try...you won't be disappointed."
linda a.,"Pacifica, CA",5,8/8/2018,"OMG- just go there. Rivals or beats Tartine and Fournee. Everything is delicious, but their flaky pastry is unbelievable. Next best thing to paris."
Michelle P.,"Holbrook, MA",5,5/9/2019,"Loved it! Came here for breakfast while visiting Seattle for the first time with my girlfriend. Delicious pastries, good coffee, and friendly and efficient staff. What more could you ask for from a neighborhood cafe?? A++"
E M.,"Seattle, WA",5,10/18/2018,"Great service, friendly people, clean and their pastries are AMAZINGLY great.  Our favorite place to stop by after school."
Vero V.,"San Jose, CA",5,2/17/2019,Had two of the pastries and a capuchino. Loved them both. Coffee was great. Tasted their quiche which my daughter ordered and was delicious. I Recommend this place.
Audrey P.,"Seattle, WA",5,5/8/2018,Very very good croissants and pains au chocolate (the actual French name for chocolate croissant). The staff was super super friendly! Their quiche is also DELICIOUS!
Susan M.,"Seattle, WA",5,8/29/2017,"So good. I've never seen breakfast galettes (or bacon galettes) like these anywhere else and they are a perfect small savory breakfast. So is the quiche, which is lighter and more of a pastry than any other I've had. I also love the fruit galettes and everything else I've tried. It's completely fine to go in here barefoot if you want to. No one's ever mentioned a word about it. Honestly, that's the case almost everywhere, but some reason, a lot people believe the myth that you must wear shoes in food establishments, so I'm doing my best to spread accurate information about that."
Tom M.,"Seattle, WA",5,9/10/2017,"Pretty rare that I have time to repeat visit a new spot what with all the new stuff opening around town, but I have spent much of the last three weekends at Celine noshing and introducing my peeps to Seattle's newest and prospective candidate for best bakery. (Much more onsite research will need to be undertaken before I can commit to that statement.)Other Yelpers have more than adequately detailed the stars of the show - the pastries - so I will only say that my personal favorites are...every single item I have ordered.  The owners are friends whose life journey started in their homeland of Moldova, and wound through Italy, France, California and finally Seattle. Along the way, not only did they learn the art of baking, but also how to warmly welcome their customers and pull a great latte (not sure how anyone could diss Illy coffee - stick to your Folgers).  Not sure what is leading so many fine bakers to cluster along the Greenwood-Phinney corridor, but Celine joins some pretty illustrious company in that neighborhood and more than holds their own.  Speaking of which, why am I typing when I could be chowing down?"
Megan E.,"Seattle, WA",5,6/1/2019,Our absolute FAVORITE neighborhood cafe. The food is truly delicious and great coffee. Extremely reasonable prices!! We love Celine Patisserie!!!
Ben A.,"Seattle, WA",5,9/17/2017,"Add me to the list of 5-star reviews.  The delicious food reminds me of casual patisseries in Europe, and the people here are great.A quick note on the coffee: I make slow-pour coffee at home with beans from Heart, Blue Bottle, and Counter Culture.  The Illy coffee served at Celine Patisserie is delicious.  It's strong and rich, just like you'll find at casual espresso bars in Italy.  I don't know why someone wouldn't like the coffee here.  Also, it's an open and inviting space, and very family friendly.  My 3-yr. old son wanted me to pick him up to watch the proprietor making coffee, and he kindly offered my son a small hot chocolate or steamed milk.  We're adding Celine Patisserie to our go-to list for the Phinney neighborhood."
ParisAnne D.,"Kirkland, WA",5,8/15/2017,"Yum! I had the feta onion croissant and monkey bread. Would love to try more things, almond croissants always call my name. At 9:30 am quite a few things were already gone, so go early."
Jen R.,"Seattle, WA",5,7/31/2017,They've ruined other coffee and pastry shops for me. The food is baked on-site and is just incredible. My favorites are the goat cheese galette and the Nutella croissant. The owners are sweet and helpful and the coffee is better and less expensive than most places on the ridge. I love this place so much.
Erin D.,"King, WA",5,11/10/2017,Pastries are delicious and bargain-priced!The coffee was also perfect and the atmosphere and music were too.Best pear galette and I love that the Danish has lemon cream...just so yummy! Can't wait to go back and try some of the savory treats. The prices are so fair that you could take a box home to share. Great service. Please patronize and tell your friends so that this little gem succeeds :)
Richard S.,"Burlingame, CA",5,1/23/2019,"Most people think of the delicious sweets, but for me, Celine's savory pastry is to die for. The egg and bacon galettes have the perfect mix of flaky crust and delicious bacon (thick country cut), then they are topped with a sprinkle of sesame seeds, something that adds enormously to the delight."
Paavni R.,"Seattle, WA",5,10/7/2017,"What a good find! Many options for coffee, and both sweet and savory baked goods. We got the croissant, galette and the quiche. They have plentiful seating available. The staff is nice, and the decor is pretty. Overall a quaint European style bakery."
Yimin Angela C.,"Lynnwood, WA",5,4/26/2019,"stopped by this place on a whim the other day and had to come back for more. you've gotta try their raspberry mascarpone cruffin.then my friends brought me here for my birthday and they truly made it a special day. the owner personally wished me happy birthday and had me try their chocolate brioche, which was also absolutely fabulous. she is absolutely darling.if you love chocolate mousse, my cake is that of a cold at first creamy delicious melt in the mouth decadent chocolate truffle experience bite after bite - highly recommend the raspberry chocolate mousse cake  thank you so much!"
E M.,"La Palma, CA",5,8/3/2018,"Celine was recommended by a passenger seated next to me on a flight to Seattle. The next morning went directly to Celine just before opening and my party was first in line.  We ordered about $125 worth of assorted pastries.  Alex was very helpful in gathering our order and describing what we ordered. I believe we got the following... regular croissant, chocolate and hazelnut croissant,  maple croissant,  peach almond danish,  pistachio raspberry danish and kouign ammann. Everything was wonderful,  the croissants were flaky and crisp and the flavored ones were not too sweet. But,  we didn't get to taste the kouign ammann because I think since the order was so large we forgot to check the order properly.  Anyhow, everything were did have was great.  Thank you, Alex. We'll see you next time!"
J. K.,"Seattle, WA",5,10/5/2018,"Delightful patisserie! Great tasting barista drinks to go with wonderful assortment of superb pastries! No sweet tooth?! There are equally delicious savory offerings; quiche Lorraine, croissant sandwiches and their famous galettes! They have two galettes; an egg bacon and an egg vegetable."
Jason M.,"Seattle, WA",5,10/14/2018,"Great food, great people. Small neighborhood shop with good attention to detail. The owners seem genuinely invested in creating a welcoming environment and serving high quality baked goods. Don't leave without tasting the croissants!"
Kara R.,"Seattle, WA",5,8/19/2017,Everything is beautiful here. It's nearly impossible to choose. My breakfast galette was one of the most delicious things I've ever had. Simple perfection. The staff is friendly and focused on customer service. Plenty of free street parking on a Saturday at 10am. Bright and spacious cafe setting. This won't be a hidden gem for long.
Catherine C.,"Seattle, WA",4,11/10/2017,Celine's food offerings are extensive and you can taste the quality of the pastries.The European vibe is very much alive in this gem of a patisserie in the Phinney neighborhood.Support a local business!
Cynthia M.,"Seattle, WA",5,8/6/2017,"Beautiful attention to detail to the coffee and presentation of our pastries. Quiet, quaint and clean. I will return again and again."
Mary J.,"Seattle, WA",5,11/26/2017,"Was at Celine in my way to university. I wish there was a higher rate than 5* so I could rate them.Had the best croissant ever, better the ones I had in France(and I've been to some of the best there). Everything looks so good, will have to try all one by one.The latte is amazing as well.Plus, as a bonus I saw the most handsome baker ever and what a cute accent!. I think I'm not the only woman melting in front of a sexy man with a full tray of hot croissants . Can I have them for take away please?"
Uncle Wiggley 1.,"Seattle, WA",5,8/28/2017,"Been going back and you know this is good.  I took a good camera and had fun taking pictures, hope you like them.  I keep trying different things and each one is a winner.  They have an electric waste can in the bathroom that is fun also.  The cookie with honey is very rich and I loved the butter cookie, it reminds me of my grandmother.  These guys are the Formula 1 winners in pastries."
Misha G.,"Seattle, WA",5,2/2/2018,"Did Ballard/ Phinney need another amazing European style pastry shop? Not necessarily. But after going in on the urging of a friend, I can tell you that this one might be the best. A wider selection than some of my other favorite places and everything I've tried has been excellent. Not to mention exceptional customer service. And open on Mondays and Tuesdays. Try Celine!!!"
Sara F.,"Seattle, WA",5,8/7/2018,Delicious Pastries and amazing coffee!  Celines is our go to for a wonderful treat. The staff are so friendly and kind!  This place is a must!
Briana M.,"Seattle, WA",5,7/4/2018,"So good.  Light, airy, impressively authentic pastries! Appreciated the mix of sweet and savory options."
Kirsten L.,"Carlsbad, CA",5,8/25/2017,"I ordered a medley of pastries for 80 people, and not only were the delicious and beautiful but warm and literally straight from the oven! Everyone at our meeting raved about the pastries. Thank you so much!!"
Meg J.,"Birmingham, AL",5,3/27/2018,"This is the BEST bakery of pastries we have found in Seattle. Seriously so good! Their attention to detail is so amazing, we got a box full of pastries and one of each of the macarons, everything so tasty! Will definitely be coming here a lot! Favorite was the frangipane, yum!"
Arna S.,"Seattle, WA",5,7/15/2018,"I wish I could give this place more than five stars. They make the best pastries we've had in Seattle. The doughs are flakey and flavorful. The selection magical. They make everything from scratch and cut no corners in their preparation, and you can tell with every bite. They have both savory and sweet pastries, and excellent coffee drinks.The space is also really nice, with lots of tables and chairs to sit and enjoy yourself. If anyone is looking for authentic European-style pastries, this is the place to go!"
Sarah A.,"Seattle, WA",5,5/19/2018,"Hands down the best bakery in Seattle! Everything you get here (and we've tried just about everything) is mouthwatering, fresh, light but deliciously satisfying. The way the blend the flavors together for some of their richer breakfast offerings are exquisite- I feel like I'm at a gourmet restaurant. The coffee is also a favorite of ours. The space itself is also very inviting with natural light and plenty of space. And last but not least, the owners Alex and Daniela are the most sweet and down to earth people you'll meet. It feels good to support such nice folks!"
Binit M.,"Bellevue, WA",5,2/17/2018,"Their Creme Brulee was to die for- the right amount of brittle on top and lightly spiced creamy underneath. We also tried the Marrocchino Caldo which if you love dark chocolate, would be the perfect top up after a meal."
Jyoti B.,"Seattle, WA",5,3/11/2018,"This place is such a gem! Every since my trip to Italy, switching back to Seattle bitter coffee was rough. I'm always on the lookout for a great European or Italian coffee shop. I just moved to the Fremont neighborhood, and was on a walk through the Phinney neighborhood with my partner, when we spotted this patisserie. I grabbed his arm excitedly, and the guy inside noticed and motioned us in. I decided to buy some coffee, and my partner said he didn't want anything, he gave us 2 pastries on the house! He was so friendly and customer-oriented. The coffee was AMAZING, and the pastries were too (we got the pistachio croissant, and the Nutella croissant). Will definitely be going back, they made a repeat customer for sure!!"
Tova S.,"New Orleans, LA",5,2/17/2018,"Best croissant I've had in a while! Super flaky and buttery, and warmed up it was perfect. Clearly very fresh too!"
Yvonne P.,"Seattle, WA",5,9/8/2018,"I loved this place already, and now they're making hearty croissant sandwiches! The owners here try to get to know their regulars, and they're always experimenting with new flavors. Their croissants are just perfect -- crispy on the outside and buttery and chewy on the inside. Go early for the best selection."
Chia-Ling T.,"Seattle, WA",5,5/30/2018,"Definitely our new favorite laminated dough place! Great texture, good flavors and friendly service. Although they could use another pair of helping hands, there is enough seating to wait around and let your expectation escalate, because you will not be disappointed!"
Anthony D.,"Redmond, WA",5,8/1/2017,"Went here last Friday with my lady and let me tell you something.. go Go GO! This place has a relaxing ambiance and their pastries were delicious! I got to meet a few of the owners (2 different families) and they were so kind and cool. This is a perfect place to take a lady on a date too! So fellas/ladies, do yourself a favor and impress somebody by taking them here! GO!"
Midori N.,"Bryant, Seattle, WA",5,11/17/2018,Amazing pastry. Friendly staff! Warm ambiance. Delicious coffee. Our new favorite coffee shop in Seattle.
Penny G.,"Seattle, WA",3,1/27/2018,"I really wanted this place to be awesome cause it's so close to my house. But after three visits, all before 9am, I've realized they just don't have a great selection. Yes, their food is good, but not a lot to choose from. Guess I'll keep making the slog to Byen Bakery in Queen Anne."
Adam B.,"Seattle, WA",5,11/16/2018,"Fresh hand-made pastries, friendly service, and a nice place to sit. What more could you want? This is where we go when we need to be cheered up in the morning."
Giancarlo L.,"Seattle, WA",5,7/8/2017,"We live just a couple blocks away and I was so excited to see a new cafe in the neighborhood. They use Illy products which are super high quality and European which is a nice change of pace. They have quite the setup for espresso and the owner Alexi knows how to pull a shot. I am no expert on French pastries, but the ham and cheese croissant was one of the best I have ever had. It was like an angel died in my mouth. The prices were also very reasonable and Alexi was super friendly. Check it out, you won't be disappointed."
Tim H.,"Seattle, WA",5,11/9/2017,I love this bakery! First rate pastry and good coffee--it doesn't get much better than this.
Hillary M.,"Seattle, WA",5,8/5/2017,So glad they've taken over the old Picnic location. We had great pastries and coffees. Wonderful service and great assortment of treats. Nice seating and friendly owner. We'll definitely come back!
Mollie M.,"Seattle, WA",5,8/16/2017,"This place is brilliant!!  Authenticity that you can't find in most places.  It has delicious eats, both savory and sweet with the most wonderful Eastern European salt-of-the-earth owners/employees.  Coffee is so delicious and not bitter too!Everything is extremely fairly priced and its a great spot to work on your laptop."
Anne T.,"Seattle, WA",5,2/3/2018,Excellent authentic European style pastries and espresso. Friendly owners (originally from Moldova) who make everything on site. Charming atmosphere. Very warm and welcoming place. I'm impressed
Mandy K.,"Honolulu, HI",5,8/3/2017,"Cute, clean and spacious cafe. Love their butter croissants, will need to come back to try their other pastries."
Jacqueline S.,"Seattle, WA",5,4/7/2018,"Delicious pastries, perfectly made espresso, and a lovely light filled space. It was everything I was hoping for and I will definitely be back to try more pastries!!!"
Alison A.,"Seattle, WA",5,7/9/2017,I happened to stumble upon this neighborhood gem while walking around Phinney on a Sunday morning.  Their coffee (by Illy) is strong and their artisanal pastries are as beautiful as they are delicious!  The interior is tastefully designed and the owners welcomed us in with smiles.  This will definitely become a spot I frequent!
Jazmin H.,"Renton, WA",5,11/29/2017,Welcoming staff and great place to come in and relax or to grab a quick bite and enjoy a delicious pastry. Also a great place to study  and tables big enough for  a group of people or by yourself. Espresso is very tasteful and satisfying. I would definitely come back!
Katie T.,"Auburn, WA",5,2/22/2018,"My fellow diner and I found Celine Patisserie just before closing time.  The service was amazing, and we were given free macarons because it was our first time in the bakery.  My (free) mango macaron was large, beautiful, and delicious. Although the flavor was definitely fruity and tropical, I wouldn't have been able to identify it as mango.  I didn't mind though.  It was twice as big as the macarons we tried at another bakery, and, had we paid for it, half the price.  I was overjoyed to find kouign amann among the delicacies in the pastry counter.  Having never tried kouign amann, I wasn't sure what to expect.  I can truthfully say that this is the best kouign amann I have ever had. It was flaky, buttery, caramelized, and golden.  I absolutely loved it. I would definitely recommend Celine Patisserie."
Mariana P.,"Bothell, WA",5,2/19/2018,This is by far my favorite patisserie shop! Their bakings  are unique and so delicious! The croissants of any kind there are to die for! Also the crem brûlée and the macaroons are super yummy. The personnel is very lovely to chat with and very welcoming! I really love their Illy coffee as well! I also placed a customized order with Dana and she made it very authentic and exceeded my expectations.Awesome job!
Jeff C.,"Seattle, WA",5,2/13/2018,"Five stars does not do this bakery justice. It is a 10 - hands down. The ham & cheese croissant is exquisite and without question the best stateside croissant I've ever had. The croissant was buttery, flaky and perfectly sized. The smell upon entering this bakery is heavenly!Today, I brought in a selection of baked items to work from Celine and had some co-workers (serious food snobs) try it. The reaction each one had was the same...incredible.What a wonderful job the owners have done here. Cant wait to return!"
Stephen E.,"Seattle, WA",5,9/15/2018,What a wonderful place!  I am always looking for an excuse to get over here and have some yummy pastry and coffee. The owners are really nice as well.
Liz E.,"Seattle, WA",5,9/10/2017,"Neighborhood gem. Friendly service, great environment and best of all, phenomenal (strong) coffee! I go to Celine almost every morning, say hi to the owner and he asks if it will be the usual, and I take my americano to go;) love this place and love supporting local small business owners. Highly recommend!"
Ali R.,"Los Angeles, CA",5,8/16/2018,"Amazing French pastries, wonderful coffee, adorable cafe setting and super friendly staff. What a delightful addition to the neighborhood. I had the Nutella croissant, warmed, and an americano! So good!!! Flakey, buttery, not to sweet but perfect chocolate ratio. Coffee was smooth and delicious! Will definitely be back!"
JP L.,"Seattle, WA",5,9/4/2017,"The peach galette was delicate yet filling. The chocolate croissant was excellent. And the coffee was strong and made to order. Delightful, warm staff (may have been an owner who made and re-made my wife's coffee when she inadvertently ordered the wrong thing, and who didn't charge us for it) and delectable well-made pastries will bring us back again."
Nancy S.,"Seattle, WA",5,10/18/2017,"Their pastries are delicately crispy on the outside and perfectly moist within. Delicious! I bought both sweet and savory pastries for my book club meeting, and every piece was excellent. The two savory ones were feta cheese and ham/cheese. The sweet ones included pastries filled with dark chocolate, Nutella, Bavarian cream, and raspberry/lemon. The owners were friendly and helpful. I also got a latte which was a strong rich flavor."
Jacqueline N.,"Kirkland, WA",5,10/12/2017,"Here in Seattle there are many bakeries and coffee shops to enjoy delicious treats. I would say out of my 30 something years of living here, this is my favorite bakery.   What I love most is the amazing dessert and pastries that they have including macaroons and the most delicious almonds and chocolate croissants you'll ever taste. I just know that the food  is made with love and quality ingredients.  The coffee is great and I really enjoyed their hemp milk lattes. Thank you so much Celine for bringing such a Gem to Phinney"
Carlos R.,"Seattle, WA",5,11/22/2017,Very delicious pastries.  My dad and I loved the savory galettes. Will be going there for breakfast again.
Cita C.,"Seattle, WA",5,6/20/2018,"I love French pastries and I have been going to those bakeries listed on Yelp as the best for many years. They were good. Last Sunday, my son was searching for the best croissant in Seattle and Celine was the only one that we haven't tried. The place is a little bit hidden and you normally don't notice the sign when you're driving. We ordered almond croissant, passion fruit pastry and cappuccino. Oh boy! now I can say this is the best of the best.  Now I know where to go every Sunday for our breakfast treat. One stroke of luck, we live in Greenwood area."
Amy V.,"Berkeley, CA",5,11/8/2017,"The latte I had was Devine. It was so smooth and so good. I am a bit of coffee snob so this latte, was the best. Highly highly recommend the coffee. Oh, the pastries look beautiful and the smells. I can't wait to go back."
Lil Z.,"Seattle, WA",5,9/10/2018,Friendly staff and delicious pastries. I am particularly fond of the galettes - puff pastry with cheese or egg filling.  The croissants are perfect.
Jeanette C.,"Chehalis, WA",5,10/14/2017,This is a charming Bakery.  Customer service is outstanding. The almond croissant is the best I have ever had in my life.  Once you try this place you will be hooked just like I am.
Caroline J.,"Camarillo, CA",5,8/31/2017,I've only been here once but really enjoyed the cappuccino Viennese. The staff were all very nice and service was quick and efficient. I'll definitely be back to try their pastries!
Jiyoon J.,"Champaign, IL",5,8/4/2018,They always have new kinds of deserts. The owners are really nice . They not only make great pastries but also coffees. Nice and quiet table spots to do some work after recharching yourself with some sugar. Love coming here.
Katie H.,"Capitol Hill, Seattle, WA",5,9/23/2017,"ABSOLUTELY DIVINE. The best butter croissant in all of town!!! Delicious coffee to wash down that buttery flakey goodness. There are no wrong choices here. Also tried the goat cheese gallette, chocolate croissant, and almond croissant! All are delicious, but favorite is still the classic butter croissant. The owners are super nice and accommodating as well. Can't wait to be back!"
Jeni D.,"Seattle, WA",5,9/19/2017,"Beautiful pastries, and flaky and delicious like you'd only find in France. I was there today while waiting for the bus and had a ham and cheese croissant and a latte but couldn't resist the beautiful macarons and got two for later. The owners missed the handoff only latte order and were chatting with some of the local elderly folks. Seeing my impatience as I counted down the seconds before my bus arrive, they caught their mistake and made me a fast latte, and on my way out they gave me a bonus macaron for my patience. I have been wooed. Celine is a wonderful addition to our neighborhood, and is a destination for those outside it. You must try it!"
Renata P.,"Seattle, WA",5,10/27/2017,"We ordered a raspberry mascarpone entremet for a birthday and it was a huge success: beautifully decorated and deliciously delicately flavored. The owner was very warm and friendly from the moment he took the order through the phone until the moment we left the cafe. We tried some of the pains au chocolat and they were buttery, crispy and very tasty! Will definitely be back to try more of the pastries and meet this very sweet couple again."
Sarah G.,"Seattle, WA",5,8/30/2017,Stepping into Celine Patisserie is like traveling to Europe--it's hard to say exactly what it is but I was immediately taken by the feel of the decor and the gorgeous pastries. The Staff are extremely helpful and attentive. There is a great patio area out front and plenty of seating inside. The coffee is excellent. Did I mention the pastries? I indulged in a chocolate croissant and it is the best I've had in the States. They really got the buttery layers and chocolate just right. They've been open a month and I 100% recommend this be your new coffee and pastry spot. This is a wonderful new business and I'm sure soon to be a neighborhood favorite.
Anne D.,"Greenwood, Seattle, WA",4,8/29/2017,First time trying this place. Bought different kinds of pastries and quiche. Everything was wonderful. Friendly team and nice atmosphere.
Peter D.,"Seattle, WA",5,8/27/2017,My new favorite bakery in Seattle. Deliciousness and unpretentious vibe with personable owner. Nice selection of savory and sweet with various types of filled croissants. Perfect coffee too. Brought home a to-go box...
Alberto V.,"Seattle, WA",5,9/30/2017,"What a fantastic place! Pastries and coffee are so good! Try their Mocha, it's probably the best in town."
Laura V.,"Seattle, WA",5,9/20/2017,"Staff is very attentive and you can tell is a small business with owners that care. Atmosphere is nice, furniture is cool. I like the music as well and the fact that they make their own pastries. Coffee is good. I like it."
Daisy S.,"Olympia, WA",4,9/4/2017,"Very good pastries and a delicious cappuccino :) I'm not huge on the vibes in there, and the staff wasn't the most personable, so I'll take em to go next time."
Janna R.,"Seattle, WA",5,9/2/2017,Fantastic coffee and delicious pastries! Service was friendly and prices are very reasonable. A wonderful addition to the neighborhood!
Jessica K.,"Seattle, WA",5,8/26/2017,Excellent coffee. Excellent pastries. So happy to have Celine in the neighborhood. I have travelled all over Europe and Celine reminds me of my travels!
ST L.,"Seattle, WA",5,5/12/2018,I'm too lazy to write anything but this place is good. Good. Good good. Enough words?
Shelley M.,"Seattle, WA",5,7/24/2018,"Definitely as good as it gets! Pastries are fantastic, and include both sweet and savory. I want to try everything but so far am hooked by the pear frangipane danish. The people are lovely, there's plenty of seating, it has wi-fi, and it's air-conditioned!"
Jen A.,"Seattle, WA",5,2/5/2018,"Best croissants in all Seattle! And they have such an array: sweet, savory, with veggies, etc. I am so happy they opened. Perfect location near the zoo too."
Maya G.,"Bryn Mawr, PA",5,7/31/2017,"I came here before with my dad, and was greeted immediately by the very warm and inviting owner. My dad and I shared a delicious vegan cake, and were struck by the comfortable and clean environment. Celine Patisserie is an absolute must-try for any and everyone in the neighborhood."
Scott W.,"Seattle, WA",5,7/8/2017,"We are so pleased that Alexei and Daniela opened Celine Patisserie in our neighborhood! It's in the old Picnic space, handy to 8 Limbs Yoga. While our part of town is already blessed with Coyles and Rosselini, Celine is special. The croissants and pain au choc immediately take us back to France--they are perfect! We haven't tried all the desserts yet, but the walnut honey cake and the strawberry mousse were superb. Celine is expert at coffee, too, featuring the European Illy brand. And with prices lower than the competition, they represent tremendous value. Don't miss this excellent, family-run cafe!"
Karen T.,"Bellevue, WA",5,4/9/2018,"Delicious pastries and coffee, friendly staff and owners. Croissants stayed crispy for a few days after we bought them. Definitely a wonderful addition to patisseries in Seattle!"
Nora B.,"Camano Island, WA",5,8/5/2017,"Okay, I admit it; I'm a croissant snob. The ones they make here are some of the best I've ever had! Top that off with a couple of beautiful smiles from the guys behind the counter and you've got a winner!!!"
M M.,"Ballard, Seattle, WA",4,11/25/2017,This is a cute comfortable spot. The staff is friendly and the coffee is good. The croissants are flaky and buttery.  I'm especially a fan of the ham and cheese croissant.
Ray C.,"Seattle, WA",4,8/14/2017,"Finally went the other morning and had a tiramasu and a berry cream custard tart for breakfast...yeah breakfast. I enjoyed the tart, but the tiramasu was a bit heavy and on the dryish side. The owners were VERY VERY nice and I WILL return and try the savory items offered."
N S.,"Seattle, WA",5,7/23/2017,"Celine's is a great addition to Phinney Ridge. As good as it gets Illy coffee is the best. Whether it be plain drip (medium or dark roast) or the Latte, the coffee was fantastic (no more Starbucks for me). The on-site made pastries and desserts were delicious. We have tried the Monkey Bread, Galette, Danish, Croissants (various kinds), and the Tiramisu. All were delicious and not overtly sweet, like most store bought pastry. All were light and fluffy. Sit inside or out, it is all as good as it gets."
Eileen K.,"Seattle, WA",5,12/27/2017,"Celine's is excellent.  The coffee is superb and served in beautiful cups. The owners are always there welcoming everyone warmly, and offering to warm your pastry."
Josh W.,"Seattle, WA",5,8/11/2017,Clearly passionate about what they do.  I've spent a long time living in France and this compares favorably to the best patisseries I found there.
Laurel D.,"Salt Lake City, UT",5,9/4/2017,"So happy to have this perfect bakery in our neighborhood. Celine has awesome pastries, both sweet and savory. I love illy coffee and the baristas do an amazing job and bringing out its flavors with their various drinks. Definitely a must-visit!"
Sonia K.,"Seattle, WA",5,7/26/2017,"This place is adorable! Was doing laundry nearby and saw the good reviews for FRENCH pastries! (I have a weakness for good French baking.) I had a peach danish and tea. The danish was delicious and flaky with a crispy crust, without being heavy. The man at the counter was so sweet, and very attentive to my small order."
Anne B.,"Seattle, WA",5,7/20/2017,Of all the coffee and pastries shops in the Seattle area that I have tried Celine has the most authentic French fare I've experienced. If you want a short trip to France this is the place to go.
Ann D.,"Seattle, WA",5,11/3/2017,"Absolutely one of the best patisseries in Seattle. Lovely Lovely selection with both classics and seasonal items. Rivals the best bakeries in Paris! Particularly enjoyed their croissant's, light and flaky in classic almond and chocolate incarnations. Great selection of beverages. Super fresh great coffee. Very refreshing and a wonderful find. Will be back again soon. Left with a large bag of take-home goodies."
Glenda E.,"Seattle, WA",5,8/27/2017,Legit and delicious.  One of the best almond croissants I have had in this city.
Steve B.,"Leavenworth, WA",5,7/27/2018,"awesome authentic pastries at a reasonable price, good portion sizes and very clean set up"
Niamh C.,"Seattle, WA",5,7/22/2017,Pastries taste just like what you would find in Europe if not better. Coffee is strong. The staff are super friendly. Makes you just want to give them your business and they sure appreciate their customers!
Judy C.,"Seattle, WA",5,1/26/2018,"So thrilled to have this bakery in my neighborhood!  Stopped in a few months back when I drove by.  I had no idea they were here in the old Picnic Deli spot.  The owners have created a really fantastic bakery that offers wonderful croissants, quiches and more.  Everything I have eaten has been amazingly yummy.   They also have a pretty darn fantastic expresso which the mocha comes with fresh whipped cream with chocolate drizzle on the side.  ( I did find out their Venti size has 4 shots but you can ask for less shots lol)  The owners provide wonderful customer service is bringing me back.  I have had a few friends come with me to experience and they love it too. There is seating inside and front patio, it is a pleasant experience to sit down and share coffee and pastries with friends.  Yay to Celine Patisserie for coming to Phinney hill!     Also, if you take your croissants home, just pop them into the oven say at 300 degrees for 5-10 minutes and they will melt in your mouth!"
